candidate_id,compute_low,compute_base,compute_high,factor_registry_version,formula_version,compute_measure_class,compute_unit,branch_id,canon_id,model_role,flores_code,script_code,evidence_status,benchmark_profile_id,tokenization_measurement_set_sha256,measurement_profile_registry_file_sha256,measurement_profile_set_hash,direct_measurement_row_hash,source_reference_tokens,target_ratio_low,target_ratio_base,target_ratio_high,target_expansion_E_base,target_fragmentation_P_base,target_codepoint_length_L_base,working_token_fragmentation_F_base,fit_low,fit_base,fit_high,fot_low,fot_base,fot_high,frt_low,frt_base,frt_high,terminology_entries_low,terminology_entries_base,terminology_entries_high,weighted_document_object_units_low,weighted_document_object_units_base,weighted_document_object_units_high,audio_program_minutes_low,audio_program_minutes_base,audio_program_minutes_high,caption_cues_low,caption_cues_base,caption_cues_high,signed_program_minutes_low,signed_program_minutes_base,signed_program_minutes_high
STD-MF-ita_Latn-100K-ACCESSIBLE-PUBLICATION,796295.941442,1547322.47431,4084689.708665,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-100K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,100000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,545270.783252,959665.624227,1916243.073645,172037.65819,265531.850083,755446.63502,78987.5,322125,1413000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-ita_Latn-100K-AUDIO,1109545.405002,1904028.989575,4106445.552545,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-100K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,100000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,820013.424252,1221644.617627,2055586.639045,186027.71665,304502.648763,742635.59599,103504.2641,377881.723185,1308223.31751,100,400,1200,350,1665,5850,475.661,835.127,1426.632,,,,,,
STD-MF-ita_Latn-100K-CAPTIONS,847706.601692,1881290.96441,4161720.404865,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-100K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,100000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,568976.113377,1056405.120927,1950586.639045,189728.356265,386646.346783,837790.20042,89002.13205,438239.4967,1373343.5654,100,400,1200,350,1665,5850,,,,9627,18155,35666,,,
STD-MF-ita_Latn-100K-NAMED-SIGN,1057738.582442,2026530.46111,4462063.970265,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-100K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,100000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,645987.839652,1129024.869277,2100758.421745,266740.08254,459266.095133,987961.98312,145010.66025,438239.4967,1373343.5654,100,400,1200,350,1665,5850,,,,,,,380.529,1002.153,2567.937
STD-MF-ita_Latn-100K-COMPLETE-ACCESS,1478198.706252,3022455.466475,7032850.510345,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-100K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,100000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,978335.810777,1633243.359377,3072445.552545,308358.339075,691726.390513,1711494.50949,191504.5564,697485.716585,2248910.44831,100,400,1200,350,1665,5850,475.661,835.127,1426.632,9627,18155,35666,380.529,1002.153,2567.937
STD-MF-ita_Latn-400K-TEXT,3110783.76577,5782289.897239,13042758.83466,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-400K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,400000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,2135883.13301,3644662.496907,6600972.29458,674900.63276,965627.400332,2149786.54008,300000,1172000,4292000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-ita_Latn-400K-ACCESSIBLE-PUBLICATION,3185183.76577,6189289.897239,16338758.83466,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-400K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,400000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,2181083.13301,3838662.496907,7664972.29458,688150.63276,1062127.400332,3021786.54008,315950,1288500,5652000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-ita_Latn-400K-AUDIO,4438181.62001,7616115.958299,16425782.21018,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-400K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,400000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,3280053.69701,4886578.470507,8222346.55618,744110.8666,1218010.595052,2970542.38396,414017.0564,1511526.89274,5232893.27004,400,1600,4800,1400,6660,23400,1902.643,3340.508,5706.528,,,,,,
STD-MF-ita_Latn-400K-CAPTIONS,3390826.40677,7525163.857639,16646881.61946,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-400K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,400000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,2275904.45351,4225620.483707,7802346.55618,758913.42506,1546585.387132,3351160.80168,356008.5282,1752957.9868,5493374.2616,400,1600,4800,1400,6660,23400,,,,38506,72620,142664,,,
STD-MF-ita_Latn-400K-NAMED-SIGN,4230954.32977,8106121.844439,17848255.88106,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-400K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,400000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,2583951.35861,4516099.477107,8403033.68698,1066960.33016,1837064.380532,3951847.93248,580042.641,1752957.9868,5493374.2616,400,1600,4800,1400,6660,23400,,,,,,,1522.114,4008.61,10271.75
STD-MF-ita_Latn-400K-COMPLETE-ACCESS,5912794.82501,12089821.865899,28131402.04138,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-400K,primary_measured_feature,ita_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:ita_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,400000,1.400213205,1.452394967,1.501717827,1.640570966,0.885298471,1.183168392,1.227547133,3913343.24311,6532973.437507,12289782.21018,1233433.3563,2766905.562052,6845978.03796,766018.2256,2789942.86634,8995641.79324,400,1600,4800,1400,6660,23400,1902.643,3340.508,5706.528,38506,72620,142664,1522.114,4008.61,10271.75
STD-MF-jav_Latn-025K-TEXT,185798.554459,349851.758467,800912.674166,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-025K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,25000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,127989.353397,219885.696383,403450.370661,39059.201062,56716.062084,129212.303505,18750,73250,268250,25,100,300,87.5,416.25,1462.5,,,,,,,,,
STD-MF-jav_Latn-025K-ACCESSIBLE-PUBLICATION,190448.554459,375289.258467,1006912.674166,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-025K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,25000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,130814.353397,232010.696383,469950.370661,39887.326062,62747.312084,183712.303505,19746.875,80531.25,353250,25,100,300,87.5,416.25,1462.5,,,,,,,,,
STD-MF-jav_Latn-025K-AUDIO,262622.576885,457267.787426,1003637.341636,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-025K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,25000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,194208.338247,292625.377033,500825.219511,43067.340153,71513.998214,178330.970372,25346.898485,93128.412179,324481.151752,25,100,300,87.5,416.25,1462.5,109.927,194.752,337.843,,,,,,
STD-MF-jav_Latn-025K-CAPTIONS,201978.300671,451461.279442,1014287.220716,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-025K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,25000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,136079.226503,253755.536708,474575.219511,43913.124925,90585.902409,200337.152355,21985.949242,107119.840325,339374.84885,25,100,300,87.5,416.25,1462.5,,,,2225,4234,8447,,,
STD-MF-jav_Latn-025K-NAMED-SIGN,250517.539309,485331.119767,1085412.069566,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-025K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,25000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,153876.947337,270690.45687,510137.643936,61710.845759,107520.822572,235899.57678,34929.746213,107119.840325,339374.84885,25,100,300,87.5,416.25,1462.5,,,,,,,87.942,233.702,608.117
STD-MF-jav_Latn-025K-COMPLETE-ACCESS,348171.307947,719794.169701,1707511.283586,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-025K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,25000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,231010.805293,389424.977845,745137.341636,71401.033714,162219.849027,410643.092497,45759.46894,168149.342829,551730.849452,25,100,300,87.5,416.25,1462.5,109.927,194.752,337.843,2225,4234,8447,87.942,233.702,608.117
STD-MF-jav_Latn-100K-TEXT,743194.217834,1399407.033868,3203650.696665,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-100K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,100000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,511957.413588,879542.785531,1613801.482645,156236.804246,226864.248337,516849.21402,75000,293000,1073000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-jav_Latn-100K-ACCESSIBLE-PUBLICATION,761794.217834,1501157.033868,4027650.696665,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-100K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,100000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,523257.413588,928042.785531,1879801.482645,159549.304246,250989.248337,734849.21402,78987.5,322125,1413000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-jav_Latn-100K-AUDIO,1050490.307538,1829071.149703,4014549.366545,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-100K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,100000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,776833.352988,1170501.508131,2003300.878045,172269.36061,286055.992857,713323.88149,101387.59394,372513.648715,1297924.60701,100,400,1200,350,1665,5850,439.708,779.006,1351.372,,,,,,
STD-MF-jav_Latn-100K-CAPTIONS,807913.202684,1805845.117768,4057148.882865,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-100K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,100000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,544316.906013,1015022.146831,1898300.878045,175652.499701,362343.609637,801348.60942,87943.79697,428479.3613,1357499.3954,100,400,1200,350,1665,5850,,,,8899,16935,33785,,,
STD-MF-jav_Latn-100K-NAMED-SIGN,1002070.157234,1941324.479068,4341648.278265,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-100K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,100000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,615507.789348,1082761.827481,2040550.575745,246843.383036,430083.290287,943598.30712,139718.98485,428479.3613,1357499.3954,100,400,1200,350,1665,5850,,,,,,,351.767,934.808,2432.47
STD-MF-jav_Latn-100K-COMPLETE-ACCESS,1392685.231788,2879176.678803,6830045.134345,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-100K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,100000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,924043.221173,1557699.911381,2980549.366545,285604.134855,648879.396107,1642572.36999,183037.87576,672597.371315,2206923.39781,100,400,1200,350,1665,5850,439.708,779.006,1351.372,8899,16935,33785,351.767,934.808,2432.47
STD-MF-jav_Latn-400K-TEXT,2972776.871338,5597628.135471,12814602.78666,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-400K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,400000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,2047829.654354,3518171.142123,6455205.93058,624947.216984,907456.993348,2067396.85608,300000,1172000,4292000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-jav_Latn-400K-ACCESSIBLE-PUBLICATION,3047176.871338,6004628.135471,16110602.78666,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-400K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,400000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,2093029.654354,3712171.142123,7519205.93058,638197.216984,1003956.993348,2939396.85608,315950,1288500,5652000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-jav_Latn-400K-AUDIO,4201961.230154,7316284.598811,16058197.46618,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-400K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,400000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,3107333.411954,4682006.032523,8013203.51218,689077.44244,1144223.971428,2853295.52596,405550.37576,1490054.59486,5191698.42804,400,1600,4800,1400,6660,23400,1758.834,3116.025,5405.489,,,,,,
STD-MF-jav_Latn-400K-CAPTIONS,3231652.810738,7223380.471071,16228595.53146,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-400K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,400000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,2177267.624054,4060088.587323,7593203.51218,702609.998804,1449374.438548,3205394.43768,351775.18788,1713917.4452,5429997.5816,400,1600,4800,1400,6660,23400,,,,35596,67740,135138,,,
STD-MF-jav_Latn-400K-NAMED-SIGN,4008280.628938,7765297.916271,17366593.11306,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-400K,primary_measured_feature,jav_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:jav_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,400000,1.294379697,1.354793613,1.422496977,1.728386432,0.78384879,1.037600594,1.305698571,2462031.157394,4331047.309923,8162202.30298,987373.532144,1720333.161148,3774393.22848,558875.9394,1713917.4452,5429997.5816,400,1600,4800,1400,6660,23400,,,,,,,1407.067,3739.23,9729.879
