authorization_id,authorization_status,authorization_tier,reason,edition_target_id,canonical_language_target_id,regional_stratum_id,evidence_identity_id,source_lane,source_record_id,evidence_role,measure_class,population_unit,population_low_persons,population_base_persons,population_high_persons,population_bound_type,normalized_population_low_persons,normalized_population_high_persons,population_definition,reference_year,territory,script_or_mode,source_ids,source_urls,source_locators,source_registry_row_hashes,target_binding,population_rankability_status,rank_eligibility_source_label,additivity_class,overlap_group,target_exactness,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,local_work_exclusion,synthetic_or_model_prior
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:ciw-script-unresolved-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:ciw-CA,,ciw-script-unresolved-CA,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:ciw-script-unresolved-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,ciw-script-unresolved-CA,REGIONAL_EMPIRICAL_STRATUM,census_conversational_knowledge_published_rounded_count,private-household census respondents able to conduct a conversation,,2040,,POINT,2040,2040,Statistics Canada 2021 published rounded count able to converse; mean age 39.,2021,Canada,spoken; script not recorded by Census and not inferred,CA_STATCAN_ALGONQUIAN_2021;CA_STATCAN_SILENT_2021;CA_MB_LANGUAGE_SURVEY_2021;CA_MB_OPEN_PORTAL;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm;https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022026001-eng.htm;https://www.edu.gov.mb.ca/iid/docs/indigenous_languages_report.pdf;https://www.edu.gov.mb.ca/k12/mylearning/onlinelearning/index.html;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"CA_STATCAN_ALGONQUIAN_2021: Table 2 and Charts 1–2: knowledge, mother tongue and age by named language | CA_STATCAN_SILENT_2021: Annex Table A.1 by exact language | CA_MB_LANGUAGE_SURVEY_2021: pp. 1–5, 8, 10, 12 and 19: offerings, modes, barriers and dialect-teacher example | CA_MB_OPEN_PORTAL: Cree and Anishinaabemowin resource listings | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",5e0613de3fb28ffc57b3aebac2f15813f4e62040a7c0e61ec9ef0ac97daa63e1;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;5a21cbbd0c9c9f4c8c6eb6cba01f2e078f41643dd79f5de704cfc3fd145edb2c;5054250bca18b4fb673b2b78be994cd52ed72f8e6a3e404ba6bc1a7c67ad6583;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,ciw-script-unresolved-CA,exact,8977256458b1f53d01185c43104aa4b07825aaf068a454149ad1fe0c863e19b2,80b5015793ec8417029aeb7edca96335f06483cf1f233c5b2b9b71eab3f81afc,761d1886363ead95eea4df96ce67db8042b5c9ae1229514f33118cbd27fe6640,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crj-script-unresolved-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:crj-CA,,crj-script-unresolved-CA,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crj-script-unresolved-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,crj-script-unresolved-CA,REGIONAL_EMPIRICAL_STRATUM,census_conversational_knowledge_published_rounded_count,private-household census respondents able to conduct a conversation,,895,,POINT,895,895,Statistics Canada 2021 published rounded count able to conduct a conversation; mean age 31.,2021,Canada,spoken; script not recorded by Census and not inferred,CA_STATCAN_ALGONQUIAN_2021;CA_STATCAN_SILENT_2021;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm;https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022026001-eng.htm;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"CA_STATCAN_ALGONQUIAN_2021: Table 2 and Charts 1–2: knowledge, mother tongue and age by named language | CA_STATCAN_SILENT_2021: Annex Table A.1 by exact language | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",5e0613de3fb28ffc57b3aebac2f15813f4e62040a7c0e61ec9ef0ac97daa63e1;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,crj-script-unresolved-CA,exact,15e83c1eadec784080f33e8097003e6ed6bdb031fe6ac9b1de9dec442b75fe5a,7c6e1e0ec351dc99bf1506e0644468bc14cba5492b46835c84f7d31a9e44e64a,993075968f7a2e8ef3de134265ce6b770ecd639ff9cda2504bb7cc4c33a6d710,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crk-Latn-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:crk-CA,,crk-Latn-CA,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crk-Latn-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,crk-Latn-CA,REGIONAL_EMPIRICAL_STRATUM,census_conversational_knowledge_published_rounded_count,private-household census respondents able to conduct a conversation,,12005,,POINT,12005,12005,Statistics Canada 2021 published rounded count able to conduct a conversation; mean age 42.,2021,Canada,spoken and written; Alberta guide uses standard Roman orthography (Latin) and notes traditional syllabics,CA_STATCAN_ALGONQUIAN_2021;CA_STATCAN_SILENT_2021;CA_AB_PLAINS_CREE_GUIDE;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm;https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022026001-eng.htm;https://open.alberta.ca/dataset/ac9f2505-2b2d-4e4f-919e-41769c41d6ca/resource/4c805ee1-02bf-4721-a62e-c78ba6875038/download/cree-12y-guide-to-implementation-7-9-draft.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"CA_STATCAN_ALGONQUIAN_2021: Table 2 and Charts 1–2: knowledge, mother tongue and age by named language | CA_STATCAN_SILENT_2021: Annex Table A.1 by exact language | CA_AB_PLAINS_CREE_GUIDE: pp. 9–10: Y/Plains scope, standard Roman orthography and regional variation | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",5e0613de3fb28ffc57b3aebac2f15813f4e62040a7c0e61ec9ef0ac97daa63e1;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;58d2dc6456546d7226515b425717f4585fad5dcb2c381e03341a88939cb6a306;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,crk-Latn-CA,exact,ba7dc4cc70fece9477e1eda9f93ade2e565d1f05f39030930fee3d0fcc62c1f8,9df281a1375e7800df590c767a94cbff71d8c95b7d175b060a0e85640e6bc4eb,367cac61b87160a36708375e6dc27e909d07e66db22def0526f5782e782cc89b,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crl-script-unresolved-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:crl-CA,,crl-script-unresolved-CA,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crl-script-unresolved-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,crl-script-unresolved-CA,REGIONAL_EMPIRICAL_STRATUM,census_conversational_knowledge_published_rounded_count,private-household census respondents able to conduct a conversation,,4875,,POINT,4875,4875,Statistics Canada 2021 published rounded count able to conduct a conversation; mean age 33.,2021,Canada,spoken; script not recorded by Census and not inferred,CA_STATCAN_ALGONQUIAN_2021;CA_STATCAN_SILENT_2021;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm;https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022026001-eng.htm;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"CA_STATCAN_ALGONQUIAN_2021: Table 2 and Charts 1–2: knowledge, mother tongue and age by named language | CA_STATCAN_SILENT_2021: Annex Table A.1 by exact language | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",5e0613de3fb28ffc57b3aebac2f15813f4e62040a7c0e61ec9ef0ac97daa63e1;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,crl-script-unresolved-CA,exact,c820b69affc8b1204dbdba1dfa1cfdb06c9404c46bac134e0491c3f24b0acca8,0382ab5c8ef8c90eb0bb413af9077c4fe9344f34309f7e13fdd384fcc05e3ce1,202cdca8749c7928377c69e8e5e9cb51c9e25233d47e0c2308f803f9182e756c,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crm-script-unresolved-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:crm-CA,,crm-script-unresolved-CA,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crm-script-unresolved-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,crm-script-unresolved-CA,REGIONAL_EMPIRICAL_STRATUM,census_conversational_knowledge_published_rounded_count,private-household census respondents able to conduct a conversation,,415,,POINT,415,415,Statistics Canada 2021 published rounded count able to conduct a conversation; mean age 43.,2021,Canada,spoken; script not recorded by Census and not inferred,CA_STATCAN_ALGONQUIAN_2021;CA_STATCAN_SILENT_2021;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm;https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022026001-eng.htm;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"CA_STATCAN_ALGONQUIAN_2021: Table 2 and Charts 1–2: knowledge, mother tongue and age by named language | CA_STATCAN_SILENT_2021: Annex Table A.1 by exact language | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",5e0613de3fb28ffc57b3aebac2f15813f4e62040a7c0e61ec9ef0ac97daa63e1;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,crm-script-unresolved-CA,exact,eef7911fa398dd73464fb764e81cb2ff23ce6aa66f97c3889048c9836cfad954,61df6961aeda3e3b508863aff6f029992108fa3c61c8e577713963be2e72e112,ab7925ed6984060998edeb7742c7b55df2cc35a656ff85e57842ce7d521af05e,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:csw-script-unresolved-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:csw-CA,,csw-script-unresolved-CA,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:csw-script-unresolved-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,csw-script-unresolved-CA,REGIONAL_EMPIRICAL_STRATUM,census_conversational_knowledge_published_rounded_count,private-household census respondents able to conduct a conversation,,4670,,POINT,4670,4670,Statistics Canada 2021 published rounded count able to conduct a conversation; mean age 44.,2021,Canada,spoken; script not recorded by Census and not inferred,CA_STATCAN_ALGONQUIAN_2021;CA_STATCAN_SILENT_2021;CA_MB_LANGUAGE_SURVEY_2021;CA_MB_OPEN_PORTAL;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm;https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022026001-eng.htm;https://www.edu.gov.mb.ca/iid/docs/indigenous_languages_report.pdf;https://www.edu.gov.mb.ca/k12/mylearning/onlinelearning/index.html;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"CA_STATCAN_ALGONQUIAN_2021: Table 2 and Charts 1–2: knowledge, mother tongue and age by named language | CA_STATCAN_SILENT_2021: Annex Table A.1 by exact language | CA_MB_LANGUAGE_SURVEY_2021: pp. 1–5, 8, 10, 12 and 19: offerings, modes, barriers and dialect-teacher example | CA_MB_OPEN_PORTAL: Cree and Anishinaabemowin resource listings | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",5e0613de3fb28ffc57b3aebac2f15813f4e62040a7c0e61ec9ef0ac97daa63e1;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;5a21cbbd0c9c9f4c8c6eb6cba01f2e078f41643dd79f5de704cfc3fd145edb2c;5054250bca18b4fb673b2b78be994cd52ed72f8e6a3e404ba6bc1a7c67ad6583;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,csw-script-unresolved-CA,exact,7caf174dbdcc9bbcf851b1a85c308fad4e92306de37b1e341432bc634533d6c8,767aec9946212c18786157a79450d0da201a89485f70730655ab800fc35a487c,f6fb4521fefa9325c8eff35a89cba914ec62a99052c427cc577b68fbcddaf886,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:cwd-script-unresolved-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:cwd-CA,,cwd-script-unresolved-CA,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:cwd-script-unresolved-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,cwd-script-unresolved-CA,REGIONAL_EMPIRICAL_STRATUM,census_conversational_knowledge_published_rounded_count,private-household census respondents able to conduct a conversation,,5110,,POINT,5110,5110,Statistics Canada 2021 published rounded count able to conduct a conversation; mean age 44.,2021,Canada,spoken; script not recorded by Census and not inferred,CA_STATCAN_ALGONQUIAN_2021;CA_STATCAN_SILENT_2021;CA_AB_PLAINS_CREE_GUIDE;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm;https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022026001-eng.htm;https://open.alberta.ca/dataset/ac9f2505-2b2d-4e4f-919e-41769c41d6ca/resource/4c805ee1-02bf-4721-a62e-c78ba6875038/download/cree-12y-guide-to-implementation-7-9-draft.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"CA_STATCAN_ALGONQUIAN_2021: Table 2 and Charts 1–2: knowledge, mother tongue and age by named language | CA_STATCAN_SILENT_2021: Annex Table A.1 by exact language | CA_AB_PLAINS_CREE_GUIDE: pp. 9–10: Y/Plains scope, standard Roman orthography and regional variation | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",5e0613de3fb28ffc57b3aebac2f15813f4e62040a7c0e61ec9ef0ac97daa63e1;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;58d2dc6456546d7226515b425717f4585fad5dcb2c381e03341a88939cb6a306;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,cwd-script-unresolved-CA,exact,3f6bd80bbfa5798654eb3ad016b65a7e6504f11e8136f8fcb8a87c72d11c1dc1,1c203196e4c34b6ee30e607fc14a49150d24252058996dc3f319bd6ea4e95f15,7f1450501dc0e4d7ed4c35859abfe1c8d20669137be5fec898e740fa817152e3,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:cy-Latn-GB-WLS,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,edition-target:lang:cy-Latn-GB,,cy-Latn-GB-WLS,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:cy-Latn-GB-WLS,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,cy-Latn-GB-WLS,REGIONAL_EMPIRICAL_STRATUM,census_self_reported_speaking_ability,usual residents age 3+ reporting ability to speak Welsh,,538300,,POINT,538300,538300,Census 2021 source-stated count of usual residents age 3+ able to speak Welsh.,2021,"Wales, United Kingdom",written and spoken; Latin script,WALES_CENSUS_SURVEY_DIFFERENCES_2021;WALES_SCHOOL_CENSUS_2025;WALES_PISA_2022;WALES_HWB_PUBLISHING;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://www.gov.wales/differences-between-estimates-welsh-language-ability-census-2021-and-household-surveys-html;https://www.gov.wales/schools-census-results-january-2025-html;https://www.gov.wales/sites/default/files/statistics-and-research/2023-12/pisa-2022-national-report-wales-059.pdf;https://hwb.gov.wales/developing-resources-for-hwb/hwb-publishing-criteria-and-technical-requirements/;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"WALES_CENSUS_SURVEY_DIFFERENCES_2021: Census 2021 and Annual Population Survey estimates section | WALES_SCHOOL_CENSUS_2025: school language category and pupils-by-language tables | WALES_PISA_2022: reading proficiency distribution | WALES_HWB_PUBLISHING: Welsh/English, access, accessibility and licensing requirements | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",c80cc51906f005058cb8d3315d5572345a66c1bbf3db958c7c9e0df2e0501a86;1be86c7a8c3255ec030be5952e08f524601bb762ccf18db12ca4aa7836b5e719;907213d48db49827e6099f11288cd259a18b996d8fce71f60fe312d5aba0f616;21a6bd841aa3a4d42b47784919e8d02e01c29e6c1ed6545ae20e4f8339f64cd4;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_regional_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,cy-Latn-GB-WLS,exact,ee0132c92a00c72eba415b4f9b85555d0a7e205281cfea16e7474784ba0d1bb7,f63f665ca8d22e0b9b9bb7300531cf628670e45120898a50b9c3102b091f1214,babfa3cf520308ec29c27c1dff5252cdc630879f9c54e7f1d53d52a6dc58ad25,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:djk-Latn-SR,EXCLUDE,none,regional class unrankable_no_compatible_person_measure is not an explicitly typed person count,edition-target:lang:djk-SR,,djk-Latn-SR,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:djk-Latn-SR,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,djk-Latn-SR,REGIONAL_EMPIRICAL_STRATUM,unrankable_no_compatible_person_measure,exact-variety persons,,,,NONE,,,No compatible exact person measure was verified; numeric fields are blank.,2024 resource evidence,Suriname and French Guiana,written and spoken; Latin script; exact orthographic coverage unverified,KREYOL_MT_2024;COMMON_VOICE_26_2026;OER_UNESCO_2019,https://www.cs.jhu.edu/~kevinduh/t/naacl24/final_pdf/paper289.pdf;https://raw.githubusercontent.com/common-voice/cv-dataset/main/datasets/scripted-speech/cv-corpus-26.0-2026-06-12.json;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422,"KREYOL_MT_2024: pp. 2, 5–6 and Table 3: exact/pooled language public/all sentence counts and genre transfer | COMMON_VOICE_26_2026: locale entry counts/hours and absence audit | OER_UNESCO_2019: Definition I.1 and scope",8120a4e9f9d13bac66e71a632a8b68fc4ee0c9d888a0d4fdac7b73d821974d66;91ed6f78387f9c08e72331ac7d5740ff4b6aec79387f7bb4715dd09c3e90bc0a;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579,,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:regional_excluded,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,djk-Latn-SR,exact,768f154cec62df28ae287943d77e9832dc32b0357862949668e4834292f367f4,0587428310a2ee398c859552d431a1d7566d706196b40e24faa22c59069c7ebc,b5f19ff1d665cc7e985f8ba59145088ee89664a7bcb8680ca63ac0abff4459e1,true,false
auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:es-BO,EXCLUDE,none,no exact authority target binding,,,es-BO,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:es-BO,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,es-BO,REGIONAL_EMPIRICAL_STRATUM,census_principal_language_share_no_exact_person_count,principal-language survey/census share without exact standard person count,,,,NONE,,,"Census 2012 reports Spanish as principal language for 69.4% age 6+ under exclusions, but no source-stated exact person count is used.",2012,Bolivia,written and spoken; Latin script,BO_CENSUS_LANGUAGE_2012;BO_READING_DIAGNOSTIC_2025;BO_EDU_RESOURCES_2024;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901,https://anda4.ine.gob.bo/ANDA4_3/index.php/catalog/495/download/2358;https://olimpiada.minedu.gob.bo/pdf/boletines/resultados-prueba-de-lectura.pdf;https://www.minedu.gob.bo/files/publicaciones/unicom/publicaciones/2025/Memoria_Intitucional_2024_compressed.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search,"BO_CENSUS_LANGUAGE_2012: principal language age 6+; La Paz Aymara table and national graphs | BO_READING_DIAGNOSTIC_2025: tested population/coverage and mean correct by grade | BO_EDU_RESOURCES_2024: alphabets, glossaries, dictionaries, grammars and initial textbooks inventory | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row",00689394732913b6003b854e4f2cd5b95a72bc5fc1dbfd64909a92fe7d038b92;7f6f86d40d244169d3a5d24dc74b7e6eb981cc0660ee10fde34bf97e3bda0405;2c48da1633f8de4d72bfd5a769355163b6ea5788567e51c595a63261466ffdca;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:regional_excluded,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,es-BO,,,43a371bb67bcd187b97be8c9b59ad8f2f3c2d416d4236d315611be8121ffe70e,d540b33f28473508051a3ae2add603ccf94adb7e7bb6e015d78754de517d21f3,true,false
