edition_target_id,edition_key,edition_role,edition_derivation_class,label,language_tag,script,mode,territory_community,country_iso3,population_low,population_base,population_high,population_point_for_model,population_basis_class,order_lane,population_rank_eligible,primary_order_eligible,primary_order_class,primary_order_exclusion_reason,population_source_id,population_source_url,population_definition,population_reference_year,population_confidence,population_atom_id,population_evidence_count,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,local_work_exclusion,synthetic_or_model_prior,bounds_source_complete,bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,need_index,need_index_low,need_index_high,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,standard_compute_p50_fecu,compute_evidence_class,need_evidence_basis,vitality_marginalization_status,dialect_risk_status,production_feasibility_status,model_conditioning_status,registry_row_hash,l_m_need_p05,l_m_need_median,l_m_need_mean,l_m_need_p95,l_m_efficiency_p05,l_m_efficiency_median,l_m_efficiency_mean,l_m_efficiency_p95,draw_count,l_id_possible_rank_best,l_id_possible_rank_worst,l_id_top10_status,l_id_top100_status,l_m_need_rank,l_m_need_top10_probability,l_m_need_top100_probability,l_m_efficiency_rank
edition-target:lang:zdj-Latn-KM,lang:zdj-Latn-KM,canonical_language_edition,exact,Shingazidja,zdj-Latn-KM,Latn,written_or_multimodal,"Comoros, Grande Comore / Comoros / Ngazidja Shingazidja community",COM,0.000000,,1366666666.666667,683333333.333333,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,f58bfcb2a1da3e2ee5dbf297b654eeff95e3cf5e436589eb21dd7862be5c0fc9,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zen-Latn-MR,lang:zen-Latn-MR,canonical_language_edition,exact,Zenaga,zen-Latn-MR,Latn,written_or_multimodal,Mauritania,MRT,0.000000,,911111111.111111,455555555.555556,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,cf549875f4c88aabace198569c9931e3c13e53d7276703e18529fe0461b3ac8d,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zgh-Latn-MA,lang:zgh-Latn-MA,canonical_language_edition,exact,Standard Moroccan Amazigh,zgh-Latn-MA,Latn,written_or_multimodal,Morocco,MAR,0.000000,,820000000.000000,410000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,00d001f673f8d737c908d90b41daa57ffd70951894c338a3dee56b850670ef7e,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zgh-Tfng-MA,lang:zgh-Tfng-MA,canonical_language_edition,exact,Standard Moroccan Amazigh,zgh-Tfng-MA,Zyyy,written_or_multimodal,Morocco,MAR,542781.000000,542781.000000,542781.000000,542781.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,MA_HCP_RGPH2014;MA_HCP_Q2014;MA_HCP_AMAZIGH_2024;MA_IRCAM_TIFAWIN;MA_IRCAM_MOOC;UNICODE_TIFINAGH;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://www.hcp.ma/file/230026/;https://www.rgph2014.hcp.ma/Questionnaire-du-RGPH-2014_a89.html;https://www.hcp.ma/file/242745/;https://www.ircam.ma/fr/node/325;https://www.ircam.ma/fr/%C3%A9v%C3%A8nement/Coup_d%27envoi_officiel_des_cours_d%27enseignement_%C3%A0_distance_de_la_langue_amazighe_%3A_MOOC-IRCAM;https://www.unicode.org/notes/tn59/tn59-1.html;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,Persons age 10+ reported able to read and write Amazigh; the census questionnaire specifies Tifinagh for this first-ever written-Amazigh item.,2014,A_REGIONAL_EXACT_TYPED_PERSON,zgh-Tfng-MA,1,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:zgh-Tfng-MA,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:zgh-Tfng-MA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:zgh-Tfng-MA,AFRICA_EMPIRICAL_NEED_INPUTS,zgh-Tfng-MA,REGIONAL_EMPIRICAL_STRATUM,1e57bdd97b2bad5b3315451f3e401290029b73c15a73ca26958a63c1b8f067ba,abfcf8eeef710f77651b97d6e4b0e92fb39aa64f49eebf4fc3bdff2f52141ff5,8e6533ec50ea8bbe5017f54986e0f22f7ed6c21eacd28a8c9819586790ef834f,9c867376ef264f91548dc260aa051af2e9fe7d9d72f406740272f43f603ca19b;4c696a96db4c5ae2e793738903ec1836327a2f22061a869d4850fc6232ad4a68;fe656e267c7867a015ff16e46ac5d41392d3946446d160ffae49242e65238382;be429100f07248286b4aa24d30de79a919d4b5e480f5d0838cd11909ee4dbc4a;2f1847c3d274e218fa1e451f5994ce59dedab500fa2ec80d158aad7fc5db66c5;14eae57bcfa01db53f20d8561b90aa413b0ff2fcdac800db0c14d1d2fa61aaef;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,true,false,POINT,,542781,,542781,542781,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.47400000,0.15400000,0.79400000,83588.274000,257278.194000,430968.114000,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""explicit schooling-language transition context; no language-specific rate""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,1e57bdd97b2bad5b3315451f3e401290029b73c15a73ca26958a63c1b8f067ba,188973.509561,253700.145557,252838.474123,321307.457375,0.151178807649,0.202960116446,0.202270779299,0.257045965900,256,51,99,OUTSIDE,DEFINITE,75,0.000000,1.000000,75
edition-target:lang:zh-Hans-CN,lang:zh-Hans-CN,canonical_language_edition,exact,Standard Written Chinese base,zh-Hans-CN,Hans,written_or_multimodal,"Mainland China / census-defined migration-affected children / Mainland China / postgraduate learners, with research use extending beyond this cohort",CHN,0.000000,,66980238.095238,33490119.047619,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:CHN,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.07802001,0.50000000,0.40000000,0.04200000,0.50000000,0.31148400,0.00000000,0.63148400,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,ebf7a8a5842a639dcf258b08d2a71d1079cda1aa6b0e99880175e05f38426ead,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zh-Hans-CN:written,lang:zh-Hans-CN:written,canonical_language_edition,exact,Standard Written Chinese,zh-Hans-CN,Hans,written_or_multimodal,Mainland China / R&D activity across sectors / Mainland China / adult internet users and offline adults requiring digital access support / Mainland China / adult undergraduate and associate learners / Mainland China / adults aged 18-69 within the civic scientific-literacy survey universe / Mainland China / disabled people as a broader all-language population ceiling / Mainland China / doctoral students / Mainland China / enrolled junior-secondary learners / Mainland China / enrolled preschool children / Mainland China / enrolled primary learners / Mainland China / full-time teachers in formal education / Mainland China / higher-education self-study examination registrations / Mainland China / higher-vocational and associate learners / Mainland China / master's students / Mainland China / migrant workers with junior-secondary education or less / Mainland China / migrant workers' accompanying children in junior secondary under the MOE definition / Mainland China / migrant workers' accompanying children in primary school under the MOE definition / Mainland China / ordinary bachelor's learners / Mainland China / ordinary senior-secondary learners / Mainland China / people aged 15 or older unable to read under the 2020 census definition / Mainland China / people with hearing disability as a broader all-language population ceiling / Mainland China / people with visual disability as a broader all-language population ceiling / Mainland China / residents aged 15-69 within the national health-literacy monitoring universe / Mainland China / secondary-vocational institutions in MOE statistical scope / Mainland China / students enrolled in formal special education / Mainland China / vocational bachelor's learners / Mainland China / web-based higher-education learners,CHN,280404300.000000,280404300.000000,280404300.000000,280404300.000000,DIRECT_STAGE_OR_SECTOR_OPPORTUNITY_MEASURE,stage_opportunity,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,source:llps:src_cn_moe_education_2025,https://hudong.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html,"All formal-education enrolments reported by MOE in 2025; a stage-opportunity universe, not a count needing new Chinese material.",2025,STAGE_EXACT_OPPORTUNITY,CN-formal-education-2025,1,auth:canonical:llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,auth:canonical:llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,STAGE_OPPORTUNITY,STAGE_EXACT_OPPORTUNITY,llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,large_language_population_strata,LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,formal_education_opportunity,a5cf0c92ef2bcbeea0b5126e5a8bd668d096530b439050f944693d6deb68f813,e7fbe6251a8302ea3679aaa52ac7c02c6cd7bfc857e35332e018b09db4e43103,ab60c2087025f8fa5d9df7a6edc186cd1b768ea2a9a33757be1923ded50697fc,1430f3c53ae14e5de723dc9c1762baa9fa202016829ae5a7ebcae3d1c956c588,true,false,true,false,POINT,280404300,280404300,280404300,280404300,280404300,0.40000000,0.07802001,0.50000000,0.40000000,0.04200000,0.50000000,0.31148400,0.00000000,0.63148400,0.000000,87341453.306376,177070829.306376,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,a5cf0c92ef2bcbeea0b5126e5a8bd668d096530b439050f944693d6deb68f813,64704812.655304,91804506.235249,91120564.147576,119506691.532890,44.624008727796,63.313452576034,62.841768377639,82.418407953717,256,,,STAGE_OPPORTUNITY_SEPARATE_ORDER,STAGE_OPPORTUNITY_SEPARATE_ORDER,,,,
edition-target:lang:zh-Hans-CX,lang:zh-Hans-CX,canonical_language_edition,exact,Mandarin Chinese,zh-Hans-CX,Hans,written_or_multimodal,Christmas Island / Mandarin home-language community,,235.000000,235.000000,235.000000,235.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,OIO_6D23AF4D0F5F,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL90001,People reporting Mandarin at home,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:64a326212eec15c63f3332c7,1,auth:canonical:canonical:pop:64a326212eec15c63f3332c7,auth:canonical:canonical:pop:64a326212eec15c63f3332c7,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:64a326212eec15c63f3332c7,legacy_canonical_population,pop:64a326212eec15c63f3332c7,language_population_or_context,5b1229a083640d22e0b9459e816101b2fa4d732c6b05d37002b88b2899857ad1,7c84d716010c02734f58d027ce413081214d2db515b282aceb9242652b109898,45e9a2401997ee67745260e596421ed81710c4a76c057a213d671bee79cb4d51,DAEABDAB0646B6C58E68DD0D63B807824F60F493E19DD5997351CCEB65DB13B1,true,false,true,false,POINT,235,235,235,235,235,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,25.850000,101.050000,176.250000,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,5b1229a083640d22e0b9459e816101b2fa4d732c6b05d37002b88b2899857ad1,73.728395,100.305489,100.333256,125.813603,0.000050847169,0.000069176199,0.000069195349,0.000086768002,256,174,204,OUTSIDE,OUTSIDE,201,0.000000,0.000000,203
edition-target:lang:zh-Hant-HK:written,lang:zh-Hant-HK:written,canonical_language_edition,exact,Traditional Chinese written standard — Hong Kong,zh-Hant-HK,Hant,written_or_multimodal,Hong Kong,,0.000000,,8200000000.000000,4100000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,a875153ed0446ffc2b07447d6d9687da1ccfddeb604341f43bd0f8b0727ea325,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zh-Hant-MO:written,lang:zh-Hant-MO:written,canonical_language_edition,exact,Traditional Chinese written standard — Macao,zh-Hant-MO,Hant,written_or_multimodal,Macao,,0.000000,,8200000000.000000,4100000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,93d22479a97459cf7bc301e8b29677002ed03c573342b9c43920f8733d3edfa3,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zh-Hant-TW:written,lang:zh-Hant-TW:written,canonical_language_edition,exact,Traditional Chinese written standard — Taiwan,zh-Hant-TW,Hant,written_or_multimodal,Taiwan,,0.000000,,8200000000.000000,4100000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,58ce2cc28f499fad3ff19792294b7a5abc3add292e5d3333c15a35b3df56e020,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zne-Latn-CD,lang:zne-Latn-CD,canonical_language_edition,exact,Zande,zne-Latn-CD,Latn,written_or_multimodal,DRC,COD,0.000000,,6268470.722222,3134235.361111,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:COD,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.52678139,0.50000000,0.40000000,0.78913250,0.50000000,0.50583483,0.18583483,0.82583483,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,faa3217c42466e0970809191fe477f8a3180df1858c0f1b80ce2230474badcf7,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:zne-Latn-CF,lang:zne-Latn-CF,canonical_language_edition,exact,Zande,zne-Latn-CF,Latn,written_or_multimodal,Central African Republic,CAF,0.000000,,4100000000.000000,2050000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,a87105a79cfa7451905a1cd14152a28d4d8695c2c3701ba454761f4ef057844c,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
